"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]","[tri]"
4428,"4428 - TVA neexigibilă","4428 - TVA neexigibilă","Liability",,"Yes","No",,442,4428,"4428 - TVA neexigibilă",,,,,,,,,442800003
444,"444 - Impozitul pe venituri de natura salariilor","444 - Impozitul pe venituri de natura salariilor","Liability",,,"No",,44,444,"444 - Impozitul pe venituri de natura salariilor",,,,,,,,,444000002
445,"445 - Subvenţii","445 - Subvenţii","Asset",,,"No",,44,445,"445 - Subvenţii",,,,,,,,,445000002
446,"446 - Alte impozite taxe şi vărsăminte asimilate","446 - Alte impozite taxe şi vărsăminte asimilate","Liability",,,"No",,44,446,"446 - Alte impozite taxe şi vărsăminte asimilate",,,,,,,,,446000002
447,"447 - Fonduri speciale- taxe şi vărsăminte asimilate","447 - Fonduri speciale- taxe şi vărsăminte asimilate","Liability",,,"No",,44,447,"447 - Fonduri speciale- taxe şi vărsăminte asimilate",,,,,,,,,447000002
448,"448 - ALTE DATORII ŞI CREANŢE CU BUGETUL STATULUI","448 - Alte datorii şi creanţe cu bugetul statului","Liability",,"Yes","Yes",,44,448,"448 - ALTE DATORII ŞI CREANŢE CU BUGETUL STATULUI",,,,,,,,,448000002
4481,"4481 - Alte datorii faţă de bugetul statului","4481 - Alte datorii faţă de bugetul statului","Liability",,"No","No","WITHHOLDING_ACCT",448,4481,"4481 - Alte datorii faţă de bugetul statului",,,,,,,,,448100003
4482,"4482 - Alte creanţe privind bugetul statului","4482 - Alte creanţe privind bugetul statului","Asset",,"No","No",,448,4482,"4482 - Alte creanţe privind bugetul statului",,,,,,,,,448200003
45,"45 - GRUP ŞI ACŢIONARI/ASOCIATI","45 - GRUP ŞI ACŢIONARI/ASOCIATI","Liability",,"Yes","Yes",,4,45,"45 - GRUP ŞI ACŢIONARI/ASOCIATI",,,,,,,,,450000001
451,"451 - DECONTĂRI ÎNTE ENTITĂŢILE AFILIATE","451 - Decontări între entităţile afiliate","Liability",,"Yes","Yes",,45,451,"451 - DECONTĂRI ÎNTE ENTITĂŢILE AFILIATE",,,,,,,,,451000002
4511,"4511 - Decontări între entităţile afiliate","4511 - Decontări între entităţile afiliate","Liability",,"No","No",,451,4511,"4511 - Decontări între entităţile afiliate",,,,,,,,,451100003
4518,"4518 - Dobânzi aferente decontărilor între entităţile afiliate","4518 - Dobânzi aferente decontărilor între entităţile afiliate","Liability",,"No","No",,451,4518,"4518 - Dobânzi aferente decontărilor între entităţile afiliate",,,,,,,,,451800003
453,"453 - DECONTĂRI PRIVIND INTERESELE DE PARTICIPARE","453 - Decontări privind interesele de participare","Liability",,"Yes","Yes",,45,453,"453 - DECONTĂRI PRIVIND INTERESELE DE PARTICIPARE",,,,,,,,,453000002
4531,"4531 - Decontări privind interesele de participare","4531 - Decontări privind interesele de participare","Liability",,"No","No",,453,4531,"4531 - Decontări privind interesele de participare",,,,,,,,,453100003
4538,"4538 - Dobânzi aferente decontărilor privind interesele de participare","4538 - Dobânzi aferente decontărilor privind interesele de participare","Liability",,"No","No",,453,4538,"4538 - Dobânzi aferente decontărilor privind interesele de participare",,,,,,,,,453800003
455,"455 - SUME DATORATE ACŢIONARILOR/ASOCIAŢILOR","455 - Sume datorate acţionarilor/asociaţiilor","Liability",,"Yes","Yes",,45,455,"455 - SUME DATORATE ACŢIONARILOR/ASOCIAŢILOR",,,,,,,,,455000002
4551,"4551 - Acţionari/asociaţi - conturi curente ","4551 - Acţionari/asociaţi - conturi curente ","Liability",,"No","No",,455,4551,"4551 - Acţionari/asociaţi - conturi curente ",,,,,,,,,455100003
4558,"4558 - Acţionari/asociaţi - dobânzi la conturi curente","4558 - Acţionari/asociaţi - dobânzi la conturi curente","Liability",,"No","No",,455,4558,"4558 - Acţionari/asociaţi - dobânzi la conturi curente",,,,,,,,,455800003
456,"456 - Decontări cu acţionarii/asociaţii privind capitalul","456 - Decontări cu acţionarii/asociaţii privind capitalul","Asset",,,"No",,45,456,"456 - Decontări cu acţionarii/asociaţii privind capitalul",,,,,,,,,456000002
457,"457 - Dividende de plata","457 - Dividende de plată","Liability",,,"No",,45,457,"457 - Dividende de plata",,,,,,,,,457000002
458,"458 - DECONTĂRI DIN OPERAŢII ÎN PARTICIPATIE","458 - Decontări din operaţii în participaţie","Liability",,"Yes","Yes",,45,458,"458 - DECONTĂRI DIN OPERAŢII ÎN PARTICIPATIE",,,,,,,,,458000002
4581,"4581 - Decontări din operaţii în participaţie-pasiv","4581 - Decontări din operaţii în participaţie-pasiv","Liability",,"Yes","No",,458,4581,"4581 - Decontări din operaţii în participaţie-pasiv",,,,,,,,,458100003
4582,"4582 - Decontări din operaţii în participaţie-activ","4582 - Decontări din operaţii în participaţie-activ","Asset",,"Yes","No",,458,4582,"4582 - Decontări din operaţii în participaţie-activ",,,,,,,,,458200003
46,"46 - DEBITORI SI CREDITORI DIVERSI","46 - DEBITORI ŞI CREDITORI DIVERŞI","Liability",,"Yes","Yes",,4,46,"46 - DEBITORI SI CREDITORI DIVERSI",,,,,,,,,460000001
461,"461 - Debitori diverşi","461 - Debitori diverşi","Asset",,"Yes","No",,46,461,"461 - Debitori diverşi",,,,,,,,,461000002
462,"462 - Creditori diverşi","462 - Creditori diverşi","Liability",,"Yes","No",,46,462,"462 - Creditori diverşi",,,,,,,,,462000002
47,"47 - CONTURI DE REGULARIZĂRI ŞI ASIMILATE","47 - CONTURI DE REGULARIZĂRI ŞI ASIMILATE","Asset",,"Yes","Yes",,4,47,"47 - CONTURI DE REGULARIZĂRI ŞI ASIMILATE",,,,,,,,,470000001
471,"471 - Cheltuieli înregistrate în avans","471 - Cheltuieli înregistrate în avans","Asset",,"Yes","No","UNEARNEDREVENUE_ACCT",47,471,"471 - Cheltuieli înregistrate în avans",,,,,,,,,471000002
472,"472 - Venituri înregistrate în avans","472 - Venituri înregistrate în avans","Liability",,"Yes","No","NOTINVOICEDREVENUE_ACCT",47,472,"472 - Venituri înregistrate în avans",,,,,,,,,472000002
473,"473 - DECONTARI DIN OPERAŢII ÎN CURS DE CLARIFICARE","473 - Decontări din operaţii în curs de clarificare","Asset",,"Yes","Yes",,47,473,"473 - DECONTARI DIN OPERAŢII ÎN CURS DE CLARIFICARE",,,,,,,,,473000002
4731,"4731 - Decontări în curs - Încasări nealocate","4731 - Decontări în curs - Încasări nealocate","Liability",,"Yes","No",,473,4731,"4731 - Decontări în curs - Încasări nealocate",,,,,,,,,473100003
4732,"4732 - Decontări în curs - plăţi de efectuat","4732 - Decontări în curs - Plăţi de efectuat","Asset",,"Yes","No",,473,4732,"4732 - Decontări în curs - plăţi de efectuat",,,,,,,,,473200003
48,"48 - DECONTĂRI ÎN CADRUL UNITĂŢII","48 - DECONTĂRI ÎN CADRUL UNITĂŢII","Asset",,"Yes","Yes",,4,48,"48 - DECONTĂRI ÎN CADRUL UNITĂŢII",,,,,,,,,480000001
481,"481 - Decontări între unitate şi subunităţi","481 - Decontări între unitate şi subunităţi","Asset",,"Yes","No","ARH_InterOrg_Acct",48,481,"481 - DECONTĂRI INTRE UNITATE ŞI SUBUNITATI",,,,,,,,,481000002
482,"482 - Decontări între subunităţi","482 - Decontări între subunităţi","Asset",,"Yes","No","ARH_InterOrg2_Acct",48,482,"482 - Decontări între subunităţi",,,,,,,,,482000002
49,"49 - AJUSTĂRI PENTRU DEPRECIEREA CREANŢELOR","49 - AJUSTĂRI PENTRU DEPRECIEREA CREANŢELOR","Liability",,"Yes","Yes",,4,49,"49 - AJUSTĂRI PENTRU DEPRECIEREA CREANŢELOR",,,,,,,,,490000001
491,"491 - Ajustări pentru deprecierea creanţelor - clienţi","491 - Ajustări pentru deprecierea creanţelor - clienţi","Liability",,,"No",,49,491,"491 - Ajustări pentru deprecierea creanţelor - clienţi",,,,,,,,,491000002
495,"495 - Ajustări pentru deprecierea creanţelor - decontări în cadrul grupului şi cu asociaţii","495 - Ajustări pentru deprecierea creanţelor - decontări în cadrul grupului şi cu asociaţii","Liability",,,"No",,49,495,"495 - Ajustări pentru deprecierea creanţelor - decontări în cadrul grupului şi cu asociaţii",,,,,,,,,495000002
496,"496 - Ajustări pentru deprecierea creanţelor - debitori diverşi","496 - Ajustări pentru deprecierea creanţelor - debitori diverşi","Liability",,,"No",,49,496,"496 - Ajustări pentru deprecierea creanţelor - debitori diverşi",,,,,,,,,496000002
5,"5 - CONTURI DE TREZORERIE","5 - CONTURI DE TREZORERIE","Asset",,,"Yes",,,5,"5 - CONTURI DE TREZORERIE",,,,,,,,,500000000
50,"50 - INVESTIŢII FINANCIARE PE TERMEN SCURT","50 - INVESTIŢII FINANCIARE PE TERMEN SCURT","Asset",,,"Yes",,5,50,"50 - INVESTIŢII FINANCIARE PE TERMEN SCURT",,,,,,,,,500000001
501,"501 - Acţiuni deţinute la entităţile afiliate","501 - Acţiuni deţinute la entităţile afiliate","Asset",,,"No",,50,501,"501 - Acţiuni deţinute la entităţile afiliate",,,,,,,,,501000002
505,"505 - Obligaţiuni emise şi răscumpărate","505 - Obligaţiuni emise şi răscumpărate","Asset",,,"No",,50,505,"505 - Obligaţiuni emise şi răscumpărate",,,,,,,,,505000002
506,"506 - Obligaţiuni","506 - Obligaţiuni","Asset",,,"No",,50,506,"506 - Obligaţiuni",,,,,,,,,506000002
508,"508 - ALTE TITLURI DE PLASAMENT ŞI CREANŢE ASIMILATE","508 - Alte titluri de plasament şi creanţe asimilate","Asset",,,"Yes",,50,508,"508 - ALTE TITLURI DE PLASAMENT ŞI CREANŢE ASIMILATE",,,,,,,,,508000002
5081,"5081 - Alte titluri de plasament","5081 - Alte titluri de plasament","Asset",,,"No",,508,5081,"5081 - Alte titluri de plasament",,,,,,,,,508100003
5088,"5088 - Dobânzi la obligaţiuni şi titluri de plasament","5088 - Dobânzi la obligaţiuni şi titluri de plasament","Asset",,,"No",,508,5088,"5088 - Dobânzi la obligaţiuni şi titluri de plasament",,,,,,,,,508800003
509,"509 - VĂRSĂMINTE DE EFECTUAT PENTRU INVESTIŢIILE PE TERMEN SCURT","509 - Vărsăminte de efectuat pentru investiţiile pe termen scurt","Liability",,,"Yes",,50,509,"509 - VĂRSĂMINTE DE EFECTUAT PENTRU INVESTIŢIILE PE TERMEN SCURT",,,,,,,,,509000002
5091,"5091 - Vărsăminte de efectuat pentru acţiunile deţinute la entităţile afiliate","5091 - Vărsăminte de efectuat pentru acţiunile deţinute la entităţile afiliate","Liability",,,"No",,509,5091,"5091 - Vărsăminte de efectuat pentru acţiunile deţinute la entităţile afiliate",,,,,,,,,509100003
5092,"5092 - Vărsăminte de efectuat pentru alte investiţii pe termen scurt","5092 - Vărsăminte de efectuat pentru alte investiţii pe termen scurt","Liability",,,"No",,509,5092,"5092 - Vărsăminte de efectuat pentru alte investiţii pe termen scurt",,,,,,,,,509200003
51,"51 - CONTURI LA BĂNCI","51 - CONTURI LA BĂNCI","Asset",,,"Yes",,5,51,"51 - CONTURI LA BĂNCI",,,,,,,,,510000001
511,"511 - VALORI DE INCASAT ","511 - Valori de încasat ","Asset",,,"Yes",,51,511,"511 - VALORI DE INCASAT ",,,,,,,,,511000002
5112,"5112 - Cecuri de încasat","5112 - Cecuri de încasat","Asset",,,"No",,511,5112,"5112 - Cecuri de încasat",,,,,,,,,511200003
5113,"5113 - Efecte de încasat","5113 - Efecte de încasat","Asset",,,"No",,511,5113,"5113 - Efecte de încasat",,,,,,,,,511300003
5114,"5114 - Efecte remise spre scontare","5114 - Efecte remise spre scontare","Asset",,,"No",,511,5114,"5114 - Efecte remise spre scontare",,,,,,,,,511400003
512,"512 - CONTURI CURENTE LA BANCI","512 - Conturi curente la bănci","Asset",,"Yes","Yes",,51,512,"512 - CONTURI CURENTE LA BANCI",,,,,,,,,512000002
5121,"5121 - Conturi la bănci în lei","5121 - Conturi la bănci în lei","Asset",,"Yes","No","B_ASSET_ACCT",512,5121,"5121 - Conturi la bănci în lei",,,,,,,,,512100003
5124,"5124 - Conturi la bănci în valuta","5124 - Conturi la bănci în valuta","Asset",,"Yes","No",,512,5124,"5124 - Conturi la bănci în valuta",,,,,,,,,512400003
5125,"5125 - Sume în curs de decontare","5125 - Sume în curs de decontare","Asset",,"Yes","No","B_INTRANSIT_ACCT",512,5125,"5125 - Sume în curs de decontare",,,,,,,,,512500003
5129,"5129 - Disponibilităţi ale clienţilor","5129 - Disponibilităţi ale clienţilor","Asset",,,"No","B_UNIDENTIFIED_ACCT",512,5129,"5129 - Disponibilităţi ale clienţilor",,,,,,,,,512900003
518,"518 - DOBÂNZI","518 - Dobânzi","Asset",,"Yes","Yes",,51,518,"518 - DOBÂNZI",,,,,,,,,518000002
5186,"5186 - Dobânzi de plătit","5186 - Dobânzi de plătit","Liability",,"Yes","No",,518,5186,"5186 - Dobânzi de plătit",,,,,,,,,518600003
5187,"5187 - Dobânzi de încasat","5187 - Dobânzi de încasat","Asset",,"Yes","No",,518,5187,"5187 - Dobânzi de încasat",,,,,,,,,518700003
519,"519 - CREDITE BANCARE PE TERMEN SCURT","519 - Credite bancare pe termen scurt","Liability",,,"Yes",,51,519,"519 - CREDITE BANCARE PE TERMEN SCURT",,,,,,,,,519000002
5191,"5191 - Credite bancare pe termen scurt","5191 - Credite bancare pe termen scurt","Liability",,,"No",,519,5191,"5191 - Credite bancare pe termen scurt",,,,,,,,,519100003
5192,"5192 - Credite bancare pe termen scurt nerambursate la scadenţă","5192 - Credite bancare pe termen scurt nerambursate la scadenţă","Liability",,,"No",,519,5192,"5192 - Credite bancare pe termen scurt nerambursate la scadenţă",,,,,,,,,519200003
5193,"5193 - Credite externe guvernamentale","5193 - Credite externe guvernamentale","Liability",,,"No",,519,5193,"5193 - Credite externe guvernamentale",,,,,,,,,519300003
5194,"5194 - Credite externe garantate de stat","5194 - Credite externe garantate de stat","Liability",,,"No",,519,5194,"5194 - Credite externe garantate de stat",,,,,,,,,519400003
5195,"5195 - Credite externe garantate de bănci","5195 - Credite externe garantate de bănci","Liability",,,"No",,519,5195,"5195 - Credite externe garantate de bănci",,,,,,,,,519500003
5196,"5196 - Credite de la trezoreria statului","5196 - Credite de la trezoreria statului","Liability",,,"No",,519,5196,"5196 - Credite de la trezoreria statului",,,,,,,,,519600003
5197,"5197 - Credite interne garantate de stat","5197 - Credite interne garantate de stat","Liability",,,"No",,519,5197,"5197 - Credite interne garantate de stat",,,,,,,,,519700003
5198,"5198 - Dobânzi aferente creditelor bancare pe termen scurt","5198 - Dobânzi aferente creditelor bancare pe termen scurt","Liability",,,"No",,519,5198,"5198 - Dobânzi aferente creditelor bancare pe termen scurt",,,,,,,,,519800003
53," 53 - CASA"," 53 - CASA","Asset",,"Yes","Yes",,5,53," 53 - CASA",,,,,,,,,530000001
531,"531 - CASA","531 - Casa","Asset",,,"Yes",,53,531,"531 - CASA",,,,,,,,,531000002
5311,"5311 - Casa în lei","5311 - Casa în lei","Asset",,"Yes","No","CB_ASSET_ACCT",531,5311,"5311 - Casa în lei",,,,,,,,,531100003
5314,"5314 - Casa în valută","5314 - Casa în valută","Asset",,,"No",,531,5314,"5314 - Casa în valută",,,,,,,,,531400003
532,"532 - ALTE VALORI","532 - Alte valori","Asset",,,"Yes",,53,532,"532 - ALTE VALORI",,,,,,,,,532000002
5321,"5321 - Timbre fiscale şi poştale","5321 - Timbre fiscale şi poştale","Asset",,,"No",,532,5321,"5321 - Timbre fiscale şi poştale",,,,,,,,,532100003
5322,"5322 - Bilete de tratament şi odihna","5322 - Bilete de tratament şi odihna","Asset",,,"No",,532,5322,"5322 - Bilete de tratament şi odihna",,,,,,,,,532200003
5323,"5323 - Tichete şi bilete de călătorie","5323 - Tichete şi bilete de călătorie","Asset",,,"No",,532,5323,"5323 - Tichete şi bilete de călătorie",,,,,,,,,532300003
5328,"5328 - Alte valori","5328 - Alte valori","Asset",,"Yes","No","CB_DIFFERENCES_ACCT",532,5328,"5328 - Alte valori",,,,,,,,,532800003
54,"54 - ACREDITIVE","54 - ACREDITIVE","Asset",,,"Yes",,5,54,"54 - ACREDITIVE",,,,,,,,,540000001
541,"541 - ACREDITIVE","541 - Acreditive","Asset",,,"Yes",,54,541,"541 - ACREDITIVE",,,,,,,,,541000002
5411,"5411 - Acreditive în lei","5411 - Acreditive în lei","Asset",,,"No",,541,5411,"5411 - Acreditive în lei",,,,,,,,,541100003
5412,"5412 - Acreditive în valută","5412 - Acreditive în valută","Asset",,,"No",,541,5412,"5412 - Acreditive în valută",,,,,,,,,541200003
542,"542 - Avansuri de trezorerie","542 - Avansuri de trezorerie","Asset",,,"No",,54,542,"542 - Avansuri de trezorerie",,,,,,,,,542000002
58,"58 - VIRAMENTE INTERNE","58 - VIRAMENTE INTERNE","Asset",,,"Yes",,5,58,"58 - VIRAMENTE INTERNE",,,,,,,,,580000001
581,"581 - Viramente interne","581 - Viramente interne","Asset",,"Yes","No","CB_CASHTRANSFER_ACCT",58,581,"581 - Viramente interne",,,,,,,,,581000002
59,"59 - AJUSTĂRI  PENTRU PIERDEREA DE VALOARE A CONTURILOR DE TREZORERIE","59 - AJUSTĂRI  PENTRU PIERDEREA DE VALOARE A CONTURILOR DE TREZORERIE","Liability",,,"Yes",,5,59,"59 - AJUSTĂRI  PENTRU PIERDEREA DE VALOARE A CONTURILOR DE TREZORERIE",,,,,,,,,590000001
591,"591 - Ajustări pentru pierderea de valoare a acţiunilor deţinute la entităţile afiliate","591 - Ajustări pentru pierderea de valoare a acţiunilor deţinute la entităţile afiliate","Liability",,,"No",,59,591,"591 - Ajustări pentru pierderea de valoare a acţiunilor deţinute la entităţile afiliate",,,,,,,,,591000002
595,"595 - Ajustări pentru  pierderea de valoare a obligaţiunilor emise şi răscumpărate ","595 - Ajustări pentru  pierderea de valoare a obligaţiunilor emise şi răscumpărate ","Liability",,,"No",,59,595,"595 - Ajustări pentru  pierderea de valoare a obligaţiunilor emise şi răscumpărate ",,,,,,,,,595000002
596,"596 - Ajustări pentru  pierderea de valoare a obligaţiunilor","596 - Ajustări pentru  pierderea de valoare a obligaţiunilor","Liability",,,"No",,59,596,"596 - Ajustări pentru  pierderea de valoare a obligaţiunilor",,,,,,,,,596000002
598,"598 - Ajustări pentru pierderea de valoare a altor investiţii pe termen scurt şi creanţe asimilate","598 - Ajustări pentru pierderea de valoare a altor investiţii pe termen scurt şi creanţe asimilate","Liability",,,"No",,59,598,"598 - Ajustări pentru pierderea de valoare a altor investitii pe termen scurt şi creanţe asimilate",,,,,,,,,598000002
6,"6 - CONTURI DE CHELTUIELI   ","6 - CONTURI DE CHELTUIELI   ","Expense","Debit","Yes","Yes",,,6,"6 - CONTURI DE CHELTUIELI   ",,,,,,,,,600000000
60,"60 - CHELTUIELI PRIVIND STOCURILE","60 - CHELTUIELI PRIVIND STOCURILE","Expense","Debit",,"Yes",,6,60,"60 - CHELTUIELI PRIVIND STOCURILE",,,,,,,,,600000001
601,"601 - Cheltuieli cu materiile prime","601 - Cheltuieli cu materiile prime","Expense","Debit","Yes","No",,60,601,"601 - Cheltuieli cu materiile prime",,,,,,,,,601000002
602,"602 - CHELTUIELI CU MATERIALELE CONSUMABILE","602 - Cheltuieli cu materialele consumabile","Expense","Debit",,"Yes",,60,602,"602 - CHELTUIELI CU MATERIALELE CONSUMABILE",,,,,,,,,602000002
6021,"6021 - Cheltuieli cu materialele auxiliare","6021 - Cheltuieli cu materialele auxiliare","Expense","Debit","Yes","No",,602,6021,"6021 - Cheltuieli cu materialele auxiliare",,,,,,,,,602100003
6022,"6022 - Cheltuieli privind combustibilul","6022 - Cheltuieli privind combustibilul","Expense","Debit",,"No",,602,6022,"6022 - Cheltuieli privind combustibilul",,,,,,,,,602200003
6023,"6023 - Cheltuieli privind materialele pentru ambalat","6023 - Cheltuieli privind materialele pentru ambalat","Expense","Debit",,"No",,602,6023,"6023 - Cheltuieli privind materialele pentru ambalat",,,,,,,,,602300003
6024,"6024 - Cheltuieli privind piesele de schimb","6024 - Cheltuieli privind piesele de schimb","Expense","Debit",,"No",,602,6024,"6024 - Cheltuieli privind piesele de schimb",,,,,,,,,602400003
6025,"6025 - Cheltuieli privind seminţele şi materialele de plantat","6025 - Cheltuieli privind seminţele şi materialele de plantat","Expense","Debit",,"No",,602,6025,"6025 - Cheltuieli privind seminţele şi materialele de plantat",,,,,,,,,602500003
6026,"6026 - Cheltuieli privind furajele","6026 - Cheltuieli privind furajele","Expense","Debit",,"No",,602,6026,"6026 - Cheltuieli privind furajele",,,,,,,,,602600003
6028,"6028 - Cheltuieli privind alte materiale consumabile","6028 - Cheltuieli privind alte materiale consumabile","Expense","Debit",,"No",,602,6028,"6028 - Cheltuieli privind alte materiale consumabile",,,,,,,,,602800003
603,"603 - Cheltuieli privind materialele de natura obiectelor de inventar","603 - Cheltuieli privind materialele de natura obiectelor de inventar","Expense","Debit","Yes","Yes",,60,603,"603 - Cheltuieli privind materialele de natura obiectelor de inventar",,,,,,,,,603000002
604,"604 - Cheltuieli privind materialele nestocate","604 - Cheltuieli privind materialele nestocate","Expense","Debit","Yes","No",,60,604,"604 - Cheltuieli privind materialele nestocate",,,,,,,,,604000002
605,"605 - Cheltuieli privind energia şi apa","605 - Cheltuieli privind energia şi apa","Expense","Debit",,"No",,60,605,"605 - Cheltuieli privind energia şi apa",,,,,,,,,605000002
606,"606 - Cheltuieli privind animalele şi păsările","606 - Cheltuieli privind animalele şi păsările","Expense","Debit",,"No",,60,606,"606 - Cheltuieli privind animalele şi păsările",,,,,,,,,606000002
607,"607 - CHELTUIELI PRIVIND MARFURILE","607 - Cheltuieli privind mărfurile","Expense","Debit","Yes","Yes",,60,607,"607 - CHELTUIELI PRIVIND MARFURILE",,,,,,,,,607000002
6071,"6071 - Cheltuieli privind mărfurile","6071 - Cheltuieli privind mărfurile","Expense","Debit","Yes","No","P_COGS_ACCT",607,6071,"6071 - CHELTUIELI PRIVIND MARFURILE",,,,,,,,,607100003
6072,"6072 - Cheltuieli privind mărfurile","6072 - Cheltuieli privind mărfurile","Expense","Debit",,"No","P_COSTADJUSTMENT_ACCT",607,6072,"6072 - CHELTUIELI PRIVIND MARFURILE",,,,,,,,,607200003
6073,"6073 - Cheltuieli privind mărfurile","6073 - Cheltuieli privind mărfurile","Expense","Debit",,"No","P_EXPENSE_ACCT",607,6073,"6073 - CHELTUIELI PRIVIND MARFURILE",,,,,,,,,607300003
6074,"6074 - Cheltuieli privind mărfurile","6074 - Cheltuieli privind mărfurile","Expense","Debit",,"No","P_INVENTORYCLEARING_ACCT",607,6074,"6074 - CHELTUIELI PRIVIND MARFURILE",,,,,,,,,607400003
608,"608 - CHELTUIELI PRIVIND AMBALAJELE","608 - Cheltuieli privind ambalajele","Expense","Debit",,"No",,60,608,"608 - CHELTUIELI PRIVIND AMBALAJELE",,,,,,,,,608000002
61,"61 - CHELTUIELI CU LUCRARILE SI SERVICIILE EXECUTATE DE TERŢ","61 - CHELTUIELI CU LUCRARILE SI SERVICIILE EXECUTATE DE TERŢI","Expense","Debit","Yes","Yes",,6,61,"61 - CHELTUIELI CU LUCRARILE SI SERVICIILE EXECUTATE DE TERŢ",,,,,,,,,610000001
611,"611 - Cheltuieli cu întreţinerea şi reparaţiile","611 - Cheltuieli cu întreţinerea şi reparaţiile","Expense","Debit",,"No",,61,611,"611 - CHELTUIELI CU INTRETINEREA SI REPARATIILE",,,,,,,,,611000002
612,"612 - Cheltuieli cu redevenţele locaţiile de gestiune şi chiriile","612 - Cheltuieli cu redevenţele locaţiile de gestiune şi chiriile","Expense","Debit",,"No",,61,612,"612 - CHELTUIELI CU REDEVENTELE LOCATIILE DE GESTIUNE SI CHI",,,,,,,,,612000002
613,"613 - Cheltuieli cu primele de asigurare","613 - Cheltuieli cu primele de asigurare","Expense","Debit",,"No",,61,613,"613 - CHELTUIELI CU PRIMELE DE ASIGURARE",,,,,,,,,613000002
614,"614 - Cheltuieli cu studiile şi cercetările","614 - Cheltuieli cu studiile şi cercetările","Expense","Debit",,"No",,61,614,"614 - CHELTUIELI CU STUDIILE SI CERCETARILE",,,,,,,,,614000002
62,"62 - CHELTUIELI CU ALTE SERVICII EXECUTATE DE TERTI","62 - CHELTUIELI CU ALTE SERVICII EXECUTATE DE TERTI","Expense","Debit",,"Yes",,6,62,"62 - CHELTUIELI CU ALTE SERVICII EXECUTATE DE TERTI",,,,,,,,,620000001
621,"621 - Cheltuieli cu colaboratorii","621 - Cheltuieli cu colaboratorii","Expense","Debit",,"No",,62,621,"621 - CHELTUIELI CU COLABORATORII",,,,,,,,,621000002
622,"622 - Cheltuieli privind comisioanele şi onorariile","622 - Cheltuieli privind comisioanele şi onorariile","Expense","Debit",,"No",,62,622,"622 - CHELTUIELI PRIVIND COMISIOANELE SI ONORARIILE",,,,,,,,,622000002
623,"623 - CHELTUIELI DE PROTOCOL RECLAMA SI PUBLICITATE","623 - Cheltuieli de protocol reclama şi publicitate","Expense","Debit",,"No","CB_EXPENSE_ACCT",62,623,"623 - CHELTUIELI DE PROTOCOL RECLAMA SI PUBLICITATE",,,,,,,,,623000002
624,"624 - Cheltuieli cu transportul de bunuri şi personal","624 - Cheltuieli cu transportul de bunuri şi personal","Expense","Debit",,"No",,62,624,"624 - CHELTUIELI CU TRANSPORTUL DE BUNURI SI PERSONAL",,,,,,,,,624000002
625,"625 - Cheltuieli cu deplasări, detaşări şi transferări","625 - Cheltuieli cu deplasări, detaşări şi transferări","Expense","Debit",,"No",,62,625,"625 - CHELTUIELI CU DEPLASARI DETASARI SI TRANSFERARI",,,,,,,,,625000002
626,"626 - Cheltuieli poştale şi taxe de telecomunicaţii","626 - Cheltuieli poştale şi taxe de telecomunicaţii","Expense","Debit",,"No",,62,626,"626 - CHELTUIELI POSTALE SI TAXE DE TELECOMUNICATII",,,,,,,,,626000002
627,"627 - Cheltuieli cu serviciile bancare şi asimilate","627 - Cheltuieli cu serviciile bancare şi asimilate","Expense","Debit","Yes","No","B_EXPENSE_ACCT",62,627,"627 - CHELTUIELI CU SERVICIILE BANCARE SI ASIMILATE",,,,,,,,,627000002
628,"628 - Alte cheltuieli cu serviciile executate de terţi","628 - Alte cheltuieli cu serviciile executate de terţi","Expense","Debit",,"No",,62,628,"628 - ALTE CHELTUIELI CU SERVICIILE EXECUTATE DE TERTI",,,,,,,,,628000002
63,"63 - CHELTUIELI CU ALTE IMPOZITE TAXE SI VARSAMINTE ASIMILAT","63 - CHELTUIELI CU ALTE IMPOZITE TAXE SI VARSAMINTE ASIMILATE","Expense","Debit","Yes","Yes",,6,63,"63 - CHELTUIELI CU ALTE IMPOZITE TAXE SI VARSAMINTE ASIMILAT",,,,,,,,,630000001
635,"635 - CHELTUIELI CU ALTE IMPOZITE TAXE SI VARSAMINTE ASIMILA","635 - Cheltuieli cu alte impozite taxe şi vărsăminte asimilate","Expense","Debit","Yes","No","T_EXPENSE_ACCT",63,635,"635 - CHELTUIELI CU ALTE IMPOZITE TAXE SI VARSAMINTE ASIMILA",,,,,,,,,635000002
64,"64 - CHELTUIELI CU PERSONALUL","64 - CHELTUIELI CU PERSONALUL","Expense","Debit","Yes","Yes",,6,64,"64 - CHELTUIELI CU PERSONALUL",,,,,,,,,640000001
641,"641 - CHELTUIELI CU SALARIILE PERSONALULUI ","641 - Cheltuieli cu salariile personalului ","Expense","Debit",,"No","E_EXPENSE_ACCT",64,641,"641 - CHELTUIELI CU SALARIILE PERSONALULUI ",,,,,,,,,641000002
