[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
K4GVE22,Sonstige betriebliche Erträge,Sonstige betriebliche Erträge,Revenue,,,Yes,,K4GVE2,,,,,,,,,,
4630,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7% USt,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4637,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4638,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Telefon-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Telefon-Nutzung),Revenue,,,No,,K4GVE22,,,,,,,,,,
4639,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Kfz-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Kfz-Nutzung),Revenue,,,No,,K4GVE22,,,,,,,,,,
4640,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19% USt,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4645,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19% USt (Kfz-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19% USt (Kfz-Nutzung),Revenue,,,No,,K4GVE22,,,,,,,,,,
4646,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19% USt (Telefon-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19% USt (Telefon-Nutzung),Revenue,,,No,,K4GVE22,,,,,,,,,,
4647,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 16% USt,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 16% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4648,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 16% USt (Kfz-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 16% USt (Kfz-Nutzung),Revenue,,,No,,K4GVE22,,,,,,,,,,
4649,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 16% USt (Telefon-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 16% USt (Telefon-Nutzung),Revenue,,,No,,K4GVE22,,,,,,,,,,
4650,Unentgeltliche Erbringung einer sostigen Leistung 7% USt,Unentgeltliche Erbringung einer sostigen Leistung 7% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4659,Unentgeltliche Erbringung einer sostigen Leistung ohne USt,Unentgeltliche Erbringung einer sostigen Leistung ohne USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4660,Unentgeltliche Erbringung einer sostigen Leistung 19% USt,Unentgeltliche Erbringung einer sostigen Leistung 19% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4667,Unentgeltliche Erbringung einer sostigen Leistung 16% USt,Unentgeltliche Erbringung einer sostigen Leistung 16% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4670,Unentgeltliche Zuwendung von Waren 7% USt,Unentgeltliche Zuwendung von Waren 7% USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4679,Unentgeltliche Zuwendung von Waren ohne USt,Unentgeltliche Zuwendung von Waren ohne USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4680,Unentgeltliche Zuwendung von Waren 19% USt,Unentgeltliche Zuwendung von Waren 19% USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4685,Unentgeltliche Zuwendung von Waren 16% USt,Unentgeltliche Zuwendung von Waren 16% USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4686,Unentgeltliche Zuwendung von Gegenständen 19% USt,Unentgeltliche Zuwendung von Gegenständen 19% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4688,Unentgeltliche Zuwendung von Gegenständen 16% USt,Unentgeltliche Zuwendung von Gegenständen 16% USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4689,Unentgeltliche Zuwendung von Gegenständen ohne USt,Unentgeltliche Zuwendung von Gegenständen ohne USt,Revenue,,,No,,K4GVE22,,,,,,,,,,
4690,Nicht steuerbare umsätze (Innenumsätze),Nicht steuerbare umsätze (Innenumsätze),Revenue,,,No,,K4GVE21,,,,,,,,,,
4695,Umsatzsteuervergütung,Umsatzsteuervergütung,Revenue,,,No,,K4GVE21,,,,,,,,,,
4700,Erlösschmälerungen,Erlösschmälerungen,Revenue,,,No,,K4GVE21,,,,,,,,,,
4705,Erlösschmälerungen aus steuerfreien Umsätzen § 4 Nr. 1a UStG,Erlösschmälerungen aus steuerfreien Umsätzen § 4 Nr. 1a UStG,Revenue,,,No,,K4GVE21,,,,,,,,,,
4710,Erlösschmälerungen 7 % USt,Erlösschmälerungen 7 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4720,Erlösschmälerungen 19 % USt,Erlösschmälerungen 19 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4723,Erlösschmälerungen 16 % USt,Erlösschmälerungen 16 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4724,Erlösschmälerungen aus steuerfreien innergemeinschaftlichen Lieferungen,Erlösschmälerungen aus steuerfreien innergemeinschaftlichen Lieferungen,Revenue,,,No,,K4GVE21,,,,,,,,,,
4725,Erlösschmälerung aus im Inland steuerpflichtigen EG-lieferungen 7 % USt,Erlösschmälerung aus im Inland steuerpflichtigen EG-lieferungen 7 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4726,Erlösschmälerung aus im Inland steuerpflichtigen EG-lieferungen 19% USt,Erlösschmälerung aus im Inland steuerpflichtigen EG-lieferungen 19% USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4727,Erlösschmälerung aus im anderen EG-lieferungen steuerpflichtigen Lieferungen,Erlösschmälerung aus im anderen EG-lieferungen steuerpflichtigen Lieferungen,Revenue,,,No,,K4GVE21,,,,,,,,,,
4729,Erlösschmälerung aus im Inland steuerpflichtigen EG-lieferungen 16% USt,Erlösschmälerung aus im Inland steuerpflichtigen EG-lieferungen 16% USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4730,Gewährte Skonti,Gewährte Skonti,Revenue,,,No,,K4GVE21,,,,,,,,,,
4731,Gewährte Skonti 7 % USt,Gewährte Skonti 7 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4735,Gewährte Skonti 16 % USt,Gewährte Skonti 16 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4736,Gewährte Skonti 19 % USt,Gewährte Skonti 19 % USt,Revenue,,Yes,No,PAYDISCOUNT_EXP_ACCT,K4GVE21,,,,,,,,,,
4741,Gewährte Skonti aus Leistungen- für die der Leistungsempfänger die umsatzsteuer nach § 13b UStG schuldet,Gewährte Skonti aus Leistungen- für die der Leistungsempfänger die umsatzsteuer nach § 13b UStG schuldet,Revenue,,,No,,K4GVE21,,,,,,,,,,
4743,Gewährte Skonti aus steuerfreien innergemeinschaftlichen Lieferungen § 4 Nr. 1b UStG,Gewährte Skonti aus steuerfreien innergemeinschaftlichen Lieferungen § 4 Nr. 1b UStG,Revenue,,,No,,K4GVE21,,,,,,,,,,
4745,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen,Revenue,,,No,,K4GVE21,,,,,,,,,,
4746,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen 7 % USt,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen 7 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4748,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen 19 % USt,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen 19 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4749,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen 16 % USt,Gewährte Skonti aus im Inland steuerpflichtigen EG-Lieferungen 16 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4750,Gewährte Boni 7 % USt,Gewährte Boni 7 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4760,Gewährte Boni 19 % USt,Gewährte Boni 19 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4762,Gewährte Boni 16 % USt,Gewährte Boni 16 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4769,Gewährte Boni ,Gewährte Boni ,Revenue,,,No,,K4GVE21,,,,,,,,,,
4770,Gewährte Rabatte,Granted Trade discounts (corrects Product Revenue),Expense,,Yes,No,P_TRADEDISCOUNTGRANT_ACCT,K4GVE21,,,,,,,,,,
4780,Gewährte Rabatte 7 % USt,Gewährte Rabatte 7 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4790,Gewährte Rabatte 19 % USt,Gewährte Rabatte 19 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
4792,Gewährte Rabatte 16 % USt,Gewährte Rabatte 16 % USt,Revenue,,,No,,K4GVE21,,,,,,,,,,
K4GVE3,Erhöhung oder Verminderung des Bestands an fertigen und unfertige Erzeugnissen,Erhöhung oder Verminderung des Bestands an fertigen und unfertige Erzeugnissen,Revenue,,,Yes,,K4GVE,,,,,K4GVE3,Erhöhung oder Verminderung des Bestands an fertigen und unfertige Erzeugnissen,,,,
K4GVE31,Erhöhung des Bestands an fertigen und unfertigen Erzeugnissen oder Verminderung des Bestands an fertigen und unfertigen Erzeugnissen,Erhöhung des Bestands an fertigen und unfertigen Erzeugnissen oder Verminderung des Bestands an fertigen und unfertigen Erzeugnissen,Revenue,,,Yes,,K4GVE3,,,,,,,,,,
4800,Bestandsveränderungen - fertige Erzeugnisse,Bestandsveränderungen - fertige Erzeugnisse,Revenue,,,No,,K4GVE31,,,,,,,,,,
4810,Bestandsveränderungen - unfertige Erzeugnisse,Bestandsveränderungen - unfertige Erzeugnisse,Revenue,,,No,,K4GVE31,,,,,,,,,,
4815,Bestandsveränderungen - unfertige Leistungen,Bestandsveränderungen - unfertige Leistungen,Revenue,,,No,,K4GVE31,,,,,,,,,,
K4GVE32,Erhöhung des Bestands in Ausführung befindlicher Bauafträge oder Verminderung des Bestands in Ausführung befindlicher Bauaufträge,Erhöhung des Bestands in Ausführung befindlicher Bauafträge oder Verminderung des Bestands in Ausführung befindlicher Bauaufträge,Revenue,,,Yes,,K4GVE3,,,,,,,,,,
4816,Bestandsveränderungen in Ausführung befindliche Bauaufträge,Bestandsveränderungen in Ausführung befindliche Bauaufträge,Revenue,,,No,,K4GVE32,,,,,,,,,,
K4GVE33,Erhöhung des Bestands in Arbeit befindlicher Aufträge oder Verminderung des Bestands in Arbeit befindlicher Aufträge,Erhöhung des Bestands in Arbeit befindlicher Aufträge oder Verminderung des Bestands in Arbeit befindlicher Aufträge,Revenue,,,Yes,,K4GVE3,,,,,,,,,,
4818,Bestandsveränderungen in Arbeit befindlicher Aufträge,Bestandsveränderungen in Arbeit befindlicher Aufträge,Revenue,,,No,,K4GVE33,,,,,,,,,,
K4GVE4,Andere aktivierte Eigenleistungen,Andere aktivierte Eigenleistungen,Revenue,,,Yes,,K4GVE,,,,,K4GVE4,Andere aktivierte Eigenleistungen,,,,
K4GVE41,Andere aktivierte Eigenleistungen,Andere aktivierte Eigenleistungen,Revenue,,,Yes,,K4GVE4,,,,,,,,,,
4820,Andere aktivierte Eigenleistungen,Andere aktivierte Eigenleistungen,Revenue,,,No,,K4GVE41,,,,,,,,,,
K4GVE5,Sonstige betriebliche Erträge,Sonstige betriebliche Erträge,Revenue,,,Yes,,K4GVE,,,,,K4GVE5,Sonstige betriebliche Erträge,,,,
K4GVE51,Sonstige betriebliche Erträge,Sonstige betriebliche Erträge,Revenue,,,Yes,,K4GVE5,,,,,,,,,,
4830,Sonstige betriebliche Erträge,Sonstige betriebliche Erträge,Revenue,,,No,,K4GVE51,,,,,,,,,,
4834,Sonstige Erträge betrieblich und regelmäßig 16% USt,Sonstige Erträge betrieblich und regelmäßig 16% USt,Revenue,,,No,,K4GVE51,,,,,,,,,,
4835,Sonstige Erträge betrieblich und regelmäßig ,Sonstige Erträge betrieblich und regelmäßig ,Revenue,,,No,,K4GVE51,,,,,,,,,,
4836,Sonstige Erträge betrieblich und regelmäßig 19% USt ,Sonstige Erträge betrieblich und regelmäßig 19% USt ,Revenue,,,No,,K4GVE51,,,,,,,,,,
4837,Sonstige Erträge betriebsfremd und regelmäßig,Sonstige Erträge betriebsfremd und regelmäßig,Revenue,,,No,,K4GVE51,,,,,,,,,,
4839,Sonstige Erträge unregelmßig,Sonstige Erträge unregelmßig,Revenue,,,No,,K4GVE51,,,,,,,,,,
4840,Erträge aus Kursdifferenzen,Foreign currency bank account loss,Expense,,Yes,No,B_REVALUATIONLOSS_ACCT,K4GVE51,,,,,,,,,,
4843,Erträge aus Bewertung Finanzmittelfonds,Erträge Bewertung Finanzmittelfonds,Expense,,Yes,No,PPVOFFSET_ACCT,K4GVE51,,,,,,,,,,
4844,Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn),Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4845,Erlöse aus Verkäufen Sachanlagevermögen 19% USt (bei Buchgewinn),Erlöse aus Verkäufen Sachanlagevermögen 19% USt (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4846,Erlöse aus Verkäufen Sachanlagevermögen 16% USt (bei Buchgewinn),Erlöse aus Verkäufen Sachanlagevermögen 16% USt (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4848,Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn),Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4849,Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn),Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4850,erlöse aus Verkäefen immaterieller Vermögensgegenstände (bei Buchgewinn),erlöse aus Verkäefen immaterieller Vermögensgegenstände (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4851,Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn),Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4852,Erlöse aus Verkäufen Finanzanlagen 100% / 50% steuerfrei (inlandische Kap.Ges.)(bei Buchgewinn),Erlöse aus Verkäufen Finanzanlagen 100% / 50% steuerfrei (inlandische Kap.Ges.)(bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4855,Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn),Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4856,Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn),Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4857,Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn),Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4858,Anlagenabgänge Finanzanlagen 100% / 50% steuerfrei (inländische Kap. Ges.)(Restbuchwert bei Buchgewinn),Anlagenabgänge Finanzanlagen 100% / 50% steuerfrei (inländische Kap. Ges.)(Restbuchwert bei Buchgewinn),Revenue,,,No,,K4GVE51,,,,,,,,,,
4860,Grundstückserträge,Grundstückserträge,Revenue,,,No,,K4GVE51,,,,,,,,,,
4865,Erlöse aus Verkauen von Wirtschaftsgütern des Umlaufvermögens 19% USt für § 4 Abs. 3 Satz 4 EStG,Erlöse aus Verkauen von Wirtschaftsgütern des Umlaufvermögens 19% USt für § 4 Abs. 3 Satz 4 EStG,Revenue,,,No,,K4GVE51,,,,,,,,,,
4866,Erlöse aus Verkauen von Wirtschaftsgütern des Umlaufvermögens- umsatzsteuerfrei § 4 Nr. 8 ff UStG i. V. m. § 4 Abs. 3 Satz 4 EStG,Erlöse aus Verkauen von Wirtschaftsgütern des Umlaufvermögens- umsatzsteuerfrei § 4 Nr. 8 ff UStG i. V. m. § 4 Abs. 3 Satz 4 EStG,Revenue,,,No,,K4GVE51,,,,,,,,,,
4867,Erlöse aus Verkauen von Wirtschaftsgütern des Umlaufvermögens- umsatzsteuerfrei § 4 Nr. 8 ff UStG i. V. m. § 4 Abs. 3 Satz 4 EStG- 100% / 50% steuerfrei (inlandische Kap. Ges.),Erlöse aus Verkauen von Wirtschaftsgütern des Umlaufvermögens- umsatzsteuerfrei § 4 Nr. 8 ff UStG i. V. m. § 4 Abs. 3 Satz 4 EStG- 100% / 50% steuerfrei (inlandische Kap. Ges.),Revenue,,,No,,K4GVE51,,,,,,,,,,
4869,Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG,Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG,Revenue,,,No,,K4GVE51,,,,,,,,,,
4871,Nicht realisierbare Währungsdifferenzen,Difference between foreign currency receivables/payables and current rate,Revenue,,Yes,No,UNREALIZEDGAIN_ACCT,K4GVE51,,,,,,,,,,
4872,Realisierte Währungsdifferenzen,Difference between invoice and payment currency,Revenue,,Yes,No,REALIZEDGAIN_ACCT,K4GVE51,,,,,,,,,,
4873,Produkt Rechnung Preisdifferenz,Difference between product cost and invoice price (IPV),Expense,,Yes,No,P_INVOICEPRICEVARIANCE_ACCT,K4GVE51,,,,,,,,,,
4874,Realisierte Währungsdifferenzen,Difference between invoice and payment currency,Expense,,Yes,No,REALIZEDLOSS_ACCT,K4GVE51,,,,,,,,,,
4875,Erträge a. Währungsumstellung auf Euro,Erträge a. Währungsumstellung auf Euro,Expense,,Yes,No,P_PURCHASEPRICEVARIANCE_ACCT,K4GVE51,,,,,,,,,,
4877,Bank Währungsverlust (Konto),Difference between payment and bank account currency,Expense,,Yes,No,B_SETTLEMENTLOSS_ACCT,K4GVE51,,,,,,,,,,
4878,Währungsdifferenz zum Kontenausgleich,Rounding difference to make journal balance in accounting currency,Expense,,Yes,No,CURRENCYBALANCING_ACCT,K4GVE51,,,,,,,,,,
4879,Nicht realisierbare Währungsdifferenzen,Difference between foreign currency receivables/payables and current rate,Expense,,Yes,No,UNREALIZEDLOSS_ACCT,K4GVE51,,,,,,,,,,
4881,Bank Bewertungsertrag,Foreign currency bank account gain,Revenue,,Yes,No,B_REVALUATIONGAIN_ACCT,K4GVE51,,,,,,,,,,
4882,Rundungsdifferenzen,Difference to make journal balance in source currency - needs to be solved,Asset,,Yes,No,SUSPENSEBALANCING_ACCT,K4GVE51,,,,,,,,,,
4883,Kassendifferenzen,Petty Cash Differences,Expense,,Yes,No,CB_DIFFERENCES_ACCT,K4GVE51,,,,,,,,,,
4900,Erträge aus dem Abgang von Gegenständen des Anlagevermögens,Erträge aus dem Abgang von Gegenständen des Anlagevermögens,Revenue,,,No,,K4GVE51,,,,,,,,,,
4901,Erträge aus der Veräußerung vo Anteilen an Kapitalgesellschaften 100% / 50% steuerfrei (inlandische Kap. Ges.),Erträge aus der Veräußerung vo Anteilen an Kapitalgesellschaften 100% / 50% steuerfrei (inlandische Kap. Ges.),Revenue,,,No,,K4GVE51,,,,,,,,,,
4905,Erträge aus dem abgang von Gegenständen des Umlaufvermögens außer Vorräte,Erträge aus dem abgang von Gegenständen des Umlaufvermögens außer Vorräte,Revenue,,,No,,K4GVE51,,,,,,,,,,
4906,Erträge aus dem abgang von Gegenständen des Umlaufvermögens (außer Vorräte) 100% / 50%steuerfrei (inlandische Kap.Ges.),Erträge aus dem abgang von Gegenständen des Umlaufvermögens (außer Vorräte) 100% / 50%steuerfrei (inlandische Kap.Ges.),Revenue,,,No,,K4GVE51,,,,,,,,,,
4910,Erträge aus Zuschreibungen des Sachanlagevermögens,Erträge aus Zuschreibungen des Sachanlagevermögens,Revenue,,,No,,K4GVE51,,,,,,,,,,
4911,Erträge aus Zuschreibungen des immateriellen Anlagevermögens,Erträge aus Zuschreibungen des immateriellen Anlagevermögens,Revenue,,,No,,K4GVE51,,,,,,,,,,
4912,Erträge aus Zuschreibungen des Finanzanlagevermögens,Erträge aus Zuschreibungen des Finanzanlagevermögens,Revenue,,,No,,K4GVE51,,,,,,,,,,
4913,Erträge aus Zuschreibungen des Finanzanlagevermögens 100% / 50% steuerfrei (inländische Kap. Ges.),Erträge aus Zuschreibungen des Finanzanlagevermögens 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K4GVE51,,,,,,,,,,
4914,Erträge aus Zuschreibungen des anderen Anlagevermögens 100% / 50% steuerfrei (inländische Kap. Ges.),Erträge aus Zuschreibungen des anderen Anlagevermögens 100% / 50% steuerfrei (inländische Kap. Ges.),Revenue,,,No,,K4GVE51,,,,,,,,,,
4915,Erträge aus Zuschreibungen des Umlaufvermögens außer Vorräten,Erträge aus Zuschreibungen des Umlaufvermögens außer Vorräten,Revenue,,,No,,K4GVE51,,,,,,,,,,
4916,Erträge aus Zuschreibungen des Umlaufvermögens 100% / 50% steuerfrei (inlandische Kap. Ges.),Erträge aus Zuschreibungen des Umlaufvermögens 100% / 50% steuerfrei (inlandische Kap. Ges.),Revenue,,,No,,K4GVE51,,,,,,,,,,
4920,Erträge aus der Herabsetzung der Pauschalwertberichtigung zu Forderungen,Erträge aus der Herabsetzung der Pauschalwertberichtigung zu Forderungen,Revenue,,,No,,K4GVE51,,,,,,,,,,
4923,Erträge aus der Herabsetzung der Einzelwertberichtigung zu Forderungen,Erträge aus der Herabsetzung der Einzelwertberichtigung zu Forderungen,Revenue,,,No,,K4GVE51,,,,,,,,,,
4925,Erträge aus abgeschriebenen Forderungen,Erträge aus abgeschriebenen Forderungen,Revenue,,,No,,K4GVE51,,,,,,,,,,
4930,Erträge aus der Auflösung von Rückstellungen,Erträge aus der Auflösung von Rückstellungen,Revenue,,,No,,K4GVE51,,,,,,,,,,
4932,Erträge aus der steuerlich niedrigeren Bewertung von Rückstellungen,Erträge aus der steuerlich niedrigeren Bewertung von Rückstellungen,Revenue,,,No,,K4GVE51,,,,,,,,,,
4933,Erträge aus der steuerlich niedrigeren Bewertung von Verbindlichkeiten,Erträge aus der steuerlich niedrigeren Bewertung von Verbindlichkeiten,Revenue,,,No,,K4GVE51,,,,,,,,,,
4934,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (Existenzgründerrücklage),Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (Existenzgründerrücklage),Revenue,,,No,,K4GVE51,,,,,,,,,,
4935,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (steuerfreie Rücklage),Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (steuerfreie Rücklage),Revenue,,,No,,K4GVE51,,,,,,,,,,
4936,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (Ansparabschreibungen),Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (Ansparabschreibungen),Revenue,,,No,,K4GVE51,,,,,,,,,,
4937,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (Sonderabschreibungen),Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (Sonderabschreibungen),Revenue,,,No,,K4GVE51,,,,,,,,,,
4938,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (aus der Währungsumstellung auf den Euro),Erträge aus der Auflösung von Sonderposten mit Rücklageanteil (aus der Währungsumstellung auf den Euro),Revenue,,,No,,K4GVE51,,,,,,,,,,
4939,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil nach § 52 Abs. 16 EStG,Erträge aus der Auflösung von Sonderposten mit Rücklageanteil nach § 52 Abs. 16 EStG,Revenue,,,No,,K4GVE51,,,,,,,,,,
4940,Verrechnete sonstige Sachbezüge (keine Waren),Verrechnete sonstige Sachbezüge (keine Waren),Revenue,,,No,,K4GVE51,,,,,,,,,,
4941,Sachbezüge 7% USt (Waren),Sachbezüge 7% USt (Waren),Revenue,,,No,,K4GVE51,,,,,,,,,,
4944,Sachbezüge 16% USt (Waren),Sachbezüge 16% USt (Waren),Revenue,,,No,,K4GVE51,,,,,,,,,,
4945,Sachbezüge 19% USt (Waren),Sachbezüge 19% USt (Waren),Revenue,,,No,,K4GVE51,,,,,,,,,,
4946,Verrechnete sonstige Sachbezüge ,Verrechnete sonstige Sachbezüge ,Revenue,,,No,,K4GVE51,,,,,,,,,,
4947,Verrechnete sonstige Sachbezüge 19 % USt ( z.B. Kfz-Gestellung),Verrechnete sonstige Sachbezüge 19 % USt ( z.B. Kfz-Gestellung),Revenue,,,No,,K4GVE51,,,,,,,,,,
4948,Verrechnete sonstige Sachbezüge 16 % USt ( z.B. Kfz-Gestellung),Verrechnete sonstige Sachbezüge 16 % USt ( z.B. Kfz-Gestellung),Revenue,,,No,,K4GVE51,,,,,,,,,,
4949,Verrechnete sonstige Sachbezüge ohne Umsatzsteuer,Verrechnete sonstige Sachbezüge ohne Umsatzsteuer,Revenue,,,No,,K4GVE51,,,,,,,,,,
4960,Periodenfremde Erträge (soweit nicht außerordentlich),Periodenfremde Erträge (soweit nicht außerordentlich),Revenue,,,No,,K4GVE51,,,,,,,,,,
4970,Versicherungsentschädigungen,Versicherungsentschädigungen,Revenue,,,No,,K4GVE51,,,,,,,,,,
4975,Investitionszuschüsse (steuerpflichtig),Investitionszuschüsse (steuerpflichtig),Revenue,,,No,,K4GVE51,,,,,,,,,,
4980,Investitionszulagen (steuerfrei),Investitionszulagen (steuerfrei),Revenue,,,No,,K4GVE51,,,,,,,,,,
4981,steuerfreie Erträge aus der Auflösung von Sonderposten mit Rücklageanteil,steuerfreie Erträge aus der Auflösung von Sonderposten mit Rücklageanteil,Revenue,,,No,,K4GVE51,,,,,,,,,,
4982,Sonstige steuerfreie Betriebseinnahmen,Sonstige steuerfreie Betriebseinnahmen,Revenue,,,No,,K4GVE51,,,,,,,,,,
K5GVA1,Material- und Stoffverbrauch,Material- und Stoffverbrauch,Expense,,,Yes,,K5GVA,,,,,K5GVA1,Material- und Stoffverbrauch,,,,
K5GVA11,Aufwendungen für Roh-- Hilfs- und Betriebsstoffe und für bezogene Waren,Aufwendungen für Roh-- Hilfs- und Betriebsstoffe und für bezogene Waren,Expense,,,Yes,,K5GVA1,,,,,,,,,,
5000,Aufwendungen für Roh-- Hilfs- und Betriebsstoffe und für bezogene Waren,Aufwendungen für Roh-- Hilfs- und Betriebsstoffe und für bezogene Waren,Expense,,,No,,K5GVA11,,,,,,,,,,
K5GVA2,Materialaufwand,Materialaufwand,Expense,,,Yes,,K5GVA,,,,,K5GVA2,Materialaufwand,,,,
K5GVA21,Aufwendungen für Roh-- Hilfs- und Betriebsstoffe und für bezogene Waren,Aufwendungen für Roh-- Hilfs- und Betriebsstoffe und für bezogene Waren,Expense,,,Yes,,K5GVA2,,,,,,,,,,
