[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
4065,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4066,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4067,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4068,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4069,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4070,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4071,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4072,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4073,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4074,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4075,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4076,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4077,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4078,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4079,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4080,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4081,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4082,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4083,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4084,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4085,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4086,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4087,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4088,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4089,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4090,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4091,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4092,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4093,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4094,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4095,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4096,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4097,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4098,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
4099,Material-und Stoffverbrauch,Material-und Stoffverbrauch,Expense,,,No,,K4GVA11,,,,,,,,,,
K4GVA2,Personalaufwendungen,Personalaufwendungen,Expense,,,Yes,,K4GVA,,,,,,,,,,
K4GVA21,Löhne und Gehälter,Löhne und Gehälter,Expense,,,Yes,,K4GVA2,,,,,,,,,,
4100,Löhne und Gehälter,Löhne und Gehälter,Expense,,Yes,No,E_EXPENSE_ACCT,K4GVA21,,,,,,,,,,
4110,Löhne,Löhne,Expense,,,No,,K4GVA21,,,,,,,,,,
4120,Gehälter,Gehälter,Expense,,,No,,K4GVA21,,,,,,,,,,
4124,Geschäftsführergehälter GmbH-Gesellschafter,Geschäftsführergehälter GmbH-Gesellschafter,Expense,,,No,,K4GVA21,,,,,,,,,,
4125,Ehegattengehalt,Ehegattengehalt,Expense,,,No,,K4GVA21,,,,,,,,,,
4126,Tantiemen,Tantiemen,Expense,,,No,,K4GVA21,,,,,,,,,,
4127,Geschäftsführergehälter,Geschäftsführergehälter,Expense,,,No,,K4GVA21,,,,,,,,,,
4128,Vergütungen an angestellte Mitunternehmer §15 EStG,Vergütungen an angestellte Mitunternehmer §15 EStG,Expense,,,No,,K4GVA21,,,,,,,,,,
K4GVA22,Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung,Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung,Expense,,,Yes,,K4GVA2,,,,,,,,,,
4130,Gesetzliche Soziale Aufwendungen,Gesetzliche Soziale Aufwendungen,Expense,,,No,,K4GVA22,,,,,,,,,,
4137,Gesetzliche soziale Aufwendungen für Mitunternehmer §15 EStG,Gesetzliche soziale Aufwendungen für Mitunternehmer §15 EStG,Expense,,,No,,K4GVA22,,,,,,,,,,
4138,Beiträge zur Berufsgenossenschaft,Beiträge zur Berufsgenossenschaft,Expense,,,No,,K4GVA22,,,,,,,,,,
K4GVA23,Sonstige betriebliche Aufwendungen,Sonstige betriebliche Aufwendungen,Expense,,,Yes,,K4GVA2,,,,,,,,,,
4139,Ausgleichsabgabe i. S. d. Schwerbehindertengesetz,Ausgleichsabgabe i. S. d. Schwerbehindertengesetz,Expense,,,No,,K4GVA23,,,,,,,,,,
4140,Freiwillige soziale Aufwendungen lohnsteuerfrei,Freiwillige soziale Aufwendungen lohnsteuerfrei,Expense,,,No,,K4GVA22,,,,,,,,,,
4145,Freiwillige soziale Aufwendungen lohnsteuerpflichtig,Freiwillige soziale Aufwendungen lohnsteuerpflichtig,Expense,,,No,,K4GVA21,,,,,,,,,,
4149,Pauschale Steuer auf sonstige Bezüge (z.B. Fahrkostenzuschüsse),Pauschale Steuer auf sonstige Bezüge (z.B. Fahrkostenzuschüsse),Expense,,,No,,K4GVA21,,,,,,,,,,
4150,Krankengeldzuschüsse,Krankengeldzuschüsse,Expense,,,No,,K4GVA21,,,,,,,,,,
4155,Zuschüsse der Agenturen für Arbeit (Haben),Zuschüsse der Agenturen für Arbeit (Haben),Expense,,,No,,K4GVA21,,,,,,,,,,
4160,Versorgungskassen,Versorgungskassen,Expense,,,No,,K4GVA22,,,,,,,,,,
4165,Aufwendungen für Altersversorgung,Aufwendungen für Altersversorgung,Expense,,,No,,K4GVA22,,,,,,,,,,
4167,Pauschale Steuer auf sonstige Bezüge (z.B. Direktversicherungen),Pauschale Steuer auf sonstige Bezüge (z.B. Direktversicherungen),Expense,,,No,,K4GVA22,,,,,,,,,,
4168,Aufwendungen für Altersversorgung für Mitunternehmer §15 EStG,Aufwendungen für Altersversorgung für Mitunternehmer §15 EStG,Expense,,,No,,K4GVA22,,,,,,,,,,
4169,Aufwendungen für Unterstützung,Aufwendungen für Unterstützung,Expense,,,No,,K4GVA22,,,,,,,,,,
4170,Vermögenswirksame Leistungen,Vermögenswirksame Leistungen,Expense,,,No,,K4GVA21,,,,,,,,,,
4175,Fahrtkostenerstattung Wohnung/Arbeitsstätte,Fahrtkostenerstattung Wohnung/Arbeitsstätte,Expense,,,No,,K4GVA21,,,,,,,,,,
4180,Bedienungsgelder,Bedienungsgelder,Expense,,,No,,K4GVA21,,,,,,,,,,
4190,Aushilfslöhne,Aushilfslöhne,Expense,,,No,,K4GVA21,,,,,,,,,,
4199,Pauschale Steuer für Aushilfen,Pauschale Steuer für Aushilfen,Expense,,,No,,K4GVA21,,,,,,,,,,
K4GVA3,Sonstige betriebliche Aufwendungen und Abschreibungen,Sonstige betriebliche Aufwendungen und Abschreibungen,Expense,,,Yes,,K4GVA,,,,,,,,,,
K4GVA31,Sonstige betriebliche Aufwendungen ,Sonstige betriebliche Aufwendungen ,Expense,,,Yes,,K4GVA3,,,,,,,,,,
4200,Raumkosten,Raumkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4210,Miete,Miete,Expense,,,No,,K4GVA31,,,,,,,,,,
4218,Gewerbesteuerlich zu berücksichtigende Miete §8 GewStG,Gewerbesteuerlich zu berücksichtigende Miete §8 GewStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4219,Vergütung Mitunternehmer für die mieteweise überlassung ihrer Wirtschaftsgüter § 15 EStG,Vergütung Mitunternehmer für die mieteweise überlassung ihrer Wirtschaftsgüter § 15 EStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4220,Pacht,Pacht,Expense,,,No,,K4GVA31,,,,,,,,,,
4228,Gewerbesteuerlich zu berücksichtigende Pacht §8 GewStG,Gewerbesteuerlich zu berücksichtigende Pacht §8 GewStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4229,Vergütung an Mitunternehmer für die pachtweise überlassung ihrer Wirtschaftsgüter § 15 EStG,Vergütung an Mitunternehmer für die pachtweise überlassung ihrer Wirtschaftsgüter § 15 EStG,Expense,,,No,,K4GVA31,,,,,,,,,,
4230,Heizung,Heizung,Expense,,,No,,K4GVA31,,,,,,,,,,
4240,Gas Strom Wasser,Gas Strom Wasser,Expense,,,No,,K4GVA31,,,,,,,,,,
4250,Reinigung,Reinigung,Expense,,,No,,K4GVA31,,,,,,,,,,
4260,Instandhaltung betrieblicher Räume,Instandhaltung betrieblicher Räume,Expense,,,No,,K4GVA31,,,,,,,,,,
4270,Abgaben für betrieblich genutzten Grundbesitz,Abgaben für betrieblich genutzten Grundbesitz,Expense,,,No,,K4GVA31,,,,,,,,,,
4280,Sonstige Raumkosten,Sonstige Raumkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4288,Aufwendungen für ein häusliches Arbeitszimmer (abziehbarer Anteil),Aufwendungen für ein häusliches Arbeitszimmer (abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4289,Aufwendungen für ein häusliches Arbeitszimmer (nicht abziehbarer Anteil),Aufwendungen für ein häusliches Arbeitszimmer (nicht abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4290,Grundstücksaufwendungen betrieblich,Grundstücksaufwendungen betrieblich,Expense,,,No,,K4GVA31,,,,,,,,,,
4300,Nicht abziehbare Vorsteuer,Nicht abziehbare Vorsteuer,Expense,,,No,,K4GVA31,,,,,,,,,,
4301,Nicht abziehbare Vorsteuer 7%,Nicht abziehbare Vorsteuer 7%,Expense,,,No,,K4GVA31,,,,,,,,,,
4305,Nicht abziehbare Vorsteuer 16%,Nicht abziehbare Vorsteuer 16%,Expense,,,No,,K4GVA31,,,,,,,,,,
4306,Nicht abziehbare Vorsteuer 19%,Nicht abziehbare Vorsteuer 19%,Expense,,,No,,K4GVA31,,,,,,,,,,
K4GVA32,Steuern vom Einkommen und Ertrag,Steuern vom Einkommen und Ertrag,Expense,,,Yes,,K4GVA3,,,,,,,,,,
4320,Gewerbesteuer,Gewerbesteuer,Expense,,,No,,K4GVA32,,,,,,,,,,
K4GVA33,Sonstige Steuern,Sonstige Steuern,Expense,,,Yes,,K4GVA3,,,,,,,,,,
4340,Sonstige Betriebssteuern,Sonstige Betriebssteuern,Expense,,Yes,No,T_EXPENSE_ACCT,K4GVA33,,,,,,,,,,
4350,Verbrauchsteuer,Verbrauchsteuer,Expense,,,No,,K4GVA33,,,,,,,,,,
4355,ökosteuer,ökosteuer,Expense,,,No,,K4GVA33,,,,,,,,,,
4360,Versicherungen,Versicherungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4366,Versicherungen für Gebäude,Versicherungen für Gebäude,Expense,,,No,,K4GVA31,,,,,,,,,,
4370,Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen,Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4380,Beiträge,Beiträge,Expense,,,No,,K4GVA31,,,,,,,,,,
4390,Sonstige Abgaben,Sonstige Abgaben,Expense,,,No,,K4GVA31,,,,,,,,,,
4396,Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgelder,Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgelder,Expense,,,No,,K4GVA31,,,,,,,,,,
4397,Steuerlich nicht abzugsfähige Verspätungszuschläge und Zwangsgelder,Steuerlich nicht abzugsfähige Verspätungszuschläge und Zwangsgelder,Expense,,,No,,K4GVA31,,,,,,,,,,
4400,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4401,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4402,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4403,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4404,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4405,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4406,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4407,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4408,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4409,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4410,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4411,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4412,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4413,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4414,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4415,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4416,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4417,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4418,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4419,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4420,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4421,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4422,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4423,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4424,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4425,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4426,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4427,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4428,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4429,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4430,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4431,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4432,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4433,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4434,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4435,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4436,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4437,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4438,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4439,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4440,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4441,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4442,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4443,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4444,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4445,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4446,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4447,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4448,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4449,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4450,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4451,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4452,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4453,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4454,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4455,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4456,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4457,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4458,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4459,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4460,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4461,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4462,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4463,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4464,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4465,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4466,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4467,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4468,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4469,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4470,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4471,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4472,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4473,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4474,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4475,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4476,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4477,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4478,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4479,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4480,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4481,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4482,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4483,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4484,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4485,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4486,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4487,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4488,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4489,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4490,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4491,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4492,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4493,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4494,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4495,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4496,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4497,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4498,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4499,(zur freien Verfügung),(zur freien Verfügung),Expense,,,No,,K4GVA31,,,,,,,,,,
4500,Fahrzeugkosten,Fahrzeugkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4510,Kfz-steuern,Kfz-steuern,Expense,,,No,,K4GVA33,,,,,,,,,,
4520,Kfz-Versicherungen,Kfz-Versicherungen,Expense,,,No,,K4GVA31,,,,,,,,,,
4530,Laufende Kfz-Betriebskosten,Laufende Kfz-Betriebskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4540,Kfz-Reparaturen,Kfz-Reparaturen,Expense,,,No,,K4GVA31,,,,,,,,,,
4550,Garagenmieten,Garagenmieten,Expense,,,No,,K4GVA31,,,,,,,,,,
4560,Mautgebühren,Mautgebühren,Expense,,,No,,K4GVA31,,,,,,,,,,
4570,Leasingfahrzeugkosten,Leasingfahrzeugkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4580,Sonstige Kfz-Kosten,Sonstige Kfz-Kosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4590,Kfz-Kosten für Betrieblich genutzte zum Privatvermögen gehörende Kraftfahrzeuge,Kfz-Kosten für Betrieblich genutzte zum Privatvermögen gehörende Kraftfahrzeuge,Expense,,,No,,K4GVA31,,,,,,,,,,
4595,Fremdfahrzeugkosten,Fremdfahrzeugkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4600,Werbekosten,Werbekosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4630,Geschenke abzugsfähig,Geschenke abzugsfähig,Expense,,,No,,K4GVA31,,,,,,,,,,
4635,Geschenke nicht abzugsfähig,Geschenke nicht abzugsfähig,Expense,,,No,,K4GVA31,,,,,,,,,,
4638,Geschenke ausschließlich betrieblich genutzt,Geschenke ausschließlich betrieblich genutzt,Expense,,,No,,K4GVA31,,,,,,,,,,
4640,Repräsentationskosten,Repräsentationskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4650,Bewirtungskosten,Bewirtungskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4651,Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil),Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4652,Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil),Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4653,Aufmerksamkeiten,Aufmerksamkeiten,Expense,,,No,,K4GVA31,,,,,,,,,,
4654,Nicht abzugsfähige Bewirtungskosten,Nicht abzugsfähige Bewirtungskosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4655,Nicht abzugsfähige Betriebsausgaben aus Werbe- und Repräsentationskosten (nicht abziehbarer Anteil),Nicht abzugsfähige Betriebsausgaben aus Werbe- und Repräsentationskosten (nicht abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4660,Reisekosten Arbeitnehmer,Reisekosten Arbeitnehmer,Expense,,,No,,K4GVA31,,,,,,,,,,
4662,Reisekosten Arbeitnehmer (nicht abziehbarer Anteil),Reisekosten Arbeitnehmer (nicht abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4663,Reisekosten Arbeitnehmer Fahrkosten,Reisekosten Arbeitnehmer Fahrkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4664,Reisekosten Arbeitnehmer Verpflegungsmehraufwand,Reisekosten Arbeitnehmer Verpflegungsmehraufwand,Expense,,,No,,K4GVA31,,,,,,,,,,
4666,Reisekosten Arbeitnehmer übernachtungsaufwand,Reisekosten Arbeitnehmer übernachtungsaufwand,Expense,,,No,,K4GVA31,,,,,,,,,,
4668,Kilometergelderstattung Arbeitnehmer,Kilometergelderstattung Arbeitnehmer,Expense,,,No,,K4GVA31,,,,,,,,,,
4670,Reisekosten Unternehmer,Reisekosten Unternehmer,Expense,,,No,,K4GVA31,,,,,,,,,,
4672,Reisekosten Unternehmer (nicht abziehbarer Anteil),Reisekosten Unternehmer (nicht abziehbarer Anteil),Expense,,,No,,K4GVA31,,,,,,,,,,
4673,Reisekosten Unternehmer Fahrkosten,Reisekosten Unternehmer Fahrkosten,Expense,,,No,,K4GVA31,,,,,,,,,,
4674,Reisekosten Unternehmer Verpflegungsmehraufwand,Reisekosten Unternehmer Verpflegungsmehraufwand,Expense,,,No,,K4GVA31,,,,,,,,,,
