[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
7882,RETAINEDEARNING_ACCT,RETAINEDEARNING_ACCT,Expense,,Yes,,RETAINEDEARNING_ACCT,71,,,,,,,,,,
7883,UNEARNEDREVENUE_ACCT,UNEARNEDREVENUE_ACCT,Revenue,,Yes,,UNEARNEDREVENUE_ACCT,71,,,,,,,,,,
7890,Skontoerträge aus übrigen Aufwendungen,Skontoerträge aus übrigen Aufwendungen,Expense,,,,,71,,,,,,,,,,
8,Finanzerträge und Aufwendungen - Sonstige Erträge und Aufwendungen,Finanzerträge und Aufwendungen - Sonstige Erträge und Aufwendungen,,,,Yes,,,,,,,,,,,,
8000,Erträge aus Beteiligungen,Erträge aus Beteiligungen,Revenue,,,,,8,,,,,,,,,,
8005,Erträge aus Beteiligungen v. verbundenen Unternehmen,Erträge aus Beteiligungen v. verbundenen Unternehmen,Revenue,,,,,8,,,,,,,,,,
8010,Erlöse aus dem Abgang von Beteiligungen,Erlöse aus dem Abgang von Beteiligungen,Revenue,,,,,8,,,,,,,,,,
8015,Erlöse a. d. Abgang v. Beteiligungen v. verbund. Untern.,Erlöse a. d. Abgang v. Beteiligungen v. verbund. Untern.,Revenue,,,,,8,,,,,,,,,,
8020,Gewinnübernahme aus Organschaft,Gewinnübernahme aus Organschaft,Revenue,,,,,8,,,,,,,,,,
8050,Wertpapiererträge,Wertpapiererträge,Revenue,,,,,8,,,,,,,,,,
8060,Kursgewinne aus Wertpapieren,Kursgewinne aus Wertpapieren,Revenue,,,,,8,,,,,,,,,,
8065,Zinserträge von Ausleihungen,Zinserträge von Ausleihungen,Revenue,,,,,8,,,,,,,,,,
8070,Bankzinsen,Bankzinsen,Revenue,,Yes,,B_INTERESTREV_ACCT,8,,,,,,,,,,
8080,Zinsen von verbundenen Unternehmen,Zinsen von verbundenen Unternehmen,Revenue,,,,,8,,,,,,,,,,
8090,Zinsen v. Unternehmen m. denen Beteiligungsverhältnis best.,Zinsen v. Unternehmen m. denen Beteiligungsverhältnis best.,Revenue,,,,,8,,,,,,,,,,
8100,Darlehenszinsen,Darlehenszinsen,Revenue,,,,,8,,,,,,,,,,
8110,Darlehenszinsen von verbundenen Unternehmen,Darlehenszinsen von verbundenen Unternehmen,Revenue,,,,,8,,,,,,,,,,
8115,Darlehenszinsen v. Untern. m. denen Beteiligungsverh. best.,Darlehenszinsen v. Untern. m. denen Beteiligungsverh. best.,Revenue,,,,,8,,,,,,,,,,
8120,Zinsenzuschüsse,Zinsenzuschüsse,Revenue,,,,,8,,,,,,,,,,
8150,Erlöse aus dem Abgang von Finanzanlagen,Erlöse aus dem Abgang von Finanzanlagen,Revenue,,,,,8,,,,,,,,,,
8155,Erlöse a. d. Abgang v. Wertpapieren d. Umlaufverm.,Erlöse a. d. Abgang v. Wertpapieren d. Umlaufverm.,Revenue,,,,,8,,,,,,,,,,
8160,Erlöse aus der Zuschreibung zu Finanzanlagen,Erlöse aus der Zuschreibung zu Finanzanlagen,Revenue,,,,,8,,,,,,,,,,
8165,Erlöse a. d. Zuschreibung z. Wertpapieren d. Umlaufverm.,Erlöse a. d. Zuschreibung z. Wertpapieren d. Umlaufverm.,Revenue,,,,,8,,,,,,,,,,
8170,Buchwert ausgeschiedener Finanzanlagen,Buchwert ausgeschiedener Finanzanlagen,Revenue,,,,,8,,,,,,,,,,
8190,Abschreibung Wertpapiere d. Anlage- od. Umlaufverm.,Abschreibung Wertpapiere d. Anlage- od. Umlaufverm.,Revenue,,,,,8,,,,,,,,,,
8200,Veräußerungsverlust Wertpapiere,Veräußerungsverlust Wertpapiere,Expense,,,,,8,,,,,,,,,,
8210,Veräußerungsverluste,Veräußerungsverluste,Expense,,,,,8,,,,,,,,,,
8220,Beteiligungsabschreibungen,Beteiligungsabschreibungen,Expense,,,,,8,,,,,,,,,,
8250,Verlustübernahme aus Organschaft,Verlustübernahme aus Organschaft,Expense,,,,,8,,,,,,,,,,
8255,Zuschüsse zur Verlustabdeckung,Zuschüsse zur Verlustabdeckung,Expense,,,,,8,,,,,,,,,,
8260,Verlustanteile aus Personengesellschaften,Verlustanteile aus Personengesellschaften,Expense,,,,,8,,,,,,,,,,
8265,Beteiligungsabschreibung verbundene Untern.,Beteiligungsabschreibung verbundene Untern.,Expense,,,,,8,,,,,,,,,,
8270,Veräußerungsverluste verbundene Unternehmen,Veräußerungsverluste verbundene Unternehmen,Expense,,,,,8,,,,,,,,,,
8280,Bankzinsen,Bankzinsen,Expense,,,,B_INTERESTEXP_ACCT,8,,,,,,,,,,
8281,Zinsen an verbundene Unternehmen,Zinsen an verbundene Unternehmen,Expense,,,,,8,,,,,,,,,,
8282,Zinsen an Untern. m. denen Beteiligungsverhältnis besteht,Zinsen an Untern. m. denen Beteiligungsverhältnis besteht,Expense,,,,,8,,,,,,,,,,
8290,Verzugszinsen,Verzugszinsen,Expense,,,,,8,,,,,,,,,,
8291,Verzugszinsen an verbundene Unternehmen,Verzugszinsen an verbundene Unternehmen,Expense,,,,,8,,,,,,,,,,
8292,Verzugszinsen an Untern. m. denen Beteiligungsverh. best.,Verzugszinsen an Untern. m. denen Beteiligungsverh. best.,Expense,,,,,8,,,,,,,,,,
8300,Wechselzinsen,Wechselzinsen,Expense,,,,,8,,,,,,,,,,
8301,Wechselzinsen an verbundene Unternehmen,Wechselzinsen an verbundene Unternehmen,Expense,,,,,8,,,,,,,,,,
8302,Wechselzinsen an Untern. m. denen Beteiligungsverh. best.,Wechselzinsen an Untern. m. denen Beteiligungsverh. best.,Expense,,,,,8,,,,,,,,,,
8310,Darlehenszinsen,Darlehenszinsen,Expense,,,,,8,,,,,,,,,,
8311,Darlehenszinsen an verbundene Unternehmen,Darlehenszinsen an verbundene Unternehmen,Expense,,,,,8,,,,,,,,,,
8312,Darlehenszinsen an Untern. m. denen Beteiligungsverh. best.,Darlehenszinsen an Untern. m. denen Beteiligungsverh. best.,Expense,,,,,8,,,,,,,,,,
8320,Hypothekarzinsen,Hypothekarzinsen,Expense,,,,,8,,,,,,,,,,
8330,Kreditbeschaffungskosten,Kreditbeschaffungskosten,Expense,,,,,8,,,,,,,,,,
8340,Überziehungsprovision,Überziehungsprovision,Expense,,,,,8,,,,,,,,,,
8350,Zessionsgebühr,Zessionsgebühr,Expense,,,,,8,,,,,,,,,,
8390,Dot. Rückstellungen für Zinsverluste,Dot. Rückstellungen für Zinsverluste,Expense,,,,,8,,,,,,,,,,
8400,außerordentliche Erträge,außerordentliche Erträge,Revenue,,,,,8,,,,,,,,,,
8450,außerordentliche Aufwendungen,außerordentliche Aufwendungen,Expense,,,,,8,,,,,,,,,,
8500,Körperschaftsteuer,Körperschaftsteuer,Revenue,,,,,8,,,,,,,,,,
8501,Kapitalertragsteuer,Kapitalertragsteuer,Revenue,,,,,8,,,,,,,,,,
8550,Steuern Vorperioden (KÖSt Aufwand),Steuern Vorperioden (KÖSt Aufwand),Revenue,,,,,8,,,,,,,,,,
8551,Steuern Vorperioden (KÖSt Ertrag),Steuern Vorperioden (KÖSt Ertrag),Revenue,,,,,8,,,,,,,,,,
8552,Steuern Vorperioden (GWSt Aufwand),Steuern Vorperioden (GWSt Aufwand),Revenue,,,,,8,,,,,,,,,,
8553,Steuern Vorperioden (GWSt Ertrag),Steuern Vorperioden (GWSt Ertrag),Revenue,,,,,8,,,,,,,,,,
8649,Auflösung Investitionsfreibetrag 1996,Auflösung Investitionsfreibetrag 1996,Revenue,,,,,8,,,,,,,,,,
8650,Auflösung Investitionsfreibetrag 1997,Auflösung Investitionsfreibetrag 1997,Revenue,,,,,8,,,,,,,,,,
8651,Auflösung Investitionsfreibetrag 1998,Auflösung Investitionsfreibetrag 1998,Revenue,,,,,8,,,,,,,,,,
8652,Auflösung Investitionsfreibetrag 1999,Auflösung Investitionsfreibetrag 1999,Revenue,,,,,8,,,,,,,,,,
8653,Auflösung Investitionsfreibetrag 2000,Auflösung Investitionsfreibetrag 2000,Revenue,,,,,8,,,,,,,,,,
8670,Auflösung Bewertungsreserve,Auflösung Bewertungsreserve,Revenue,,,,,8,,,,,,,,,,
8680,Auflösung Rücklage Par. 12 EStG,Auflösung Rücklage Par. 12 EStG,Revenue,,,,,8,,,,,,,,,,
8690,Auflösung Mietzinsrücklage,Auflösung Mietzinsrücklage,Revenue,,,,,8,,,,,,,,,,
8695,Auflösung Wertberichtigung zu Exportforderungen,Auflösung Wertberichtigung zu Exportforderungen,Revenue,,,,,8,,,,,,,,,,
8700,Auflösung von Kapitalrücklagen,Auflösung von Kapitalrücklagen,Revenue,,,,,8,,,,,,,,,,
8750,Auflösung von Gewinnrücklagen,Auflösung von Gewinnrücklagen,Revenue,,,,,8,,,,,,,,,,
8840,Dot. Ersatzbeschaffungsrücklage,Dot. Ersatzbeschaffungsrücklage,Revenue,,,,,8,,,,,,,,,,
8900,Dot. Gewinnrücklage,Dot. Gewinnrücklage,Revenue,,,,,8,,,,,,,,,,
8998,Jahresgewinn,Jahresgewinn,Revenue,,,,,8,,,,,,,,,,
8999,Jahresverlust,Jahresverlust,Revenue,,,,,8,,,,,,,,,,
9,Eigenkapital &  Abschluss,Eigenkapital &  Abschluss,,,,Yes,,,No,Yes,,,,,,,,
9000,Stammkapital,Stammkapital,Revenue,,,,,9,,,,,,,,,,
9010,Eigenkapital,Eigenkapital,Revenue,,,,,9,,,,,,,,,,
9100,ausstehende Einlagen,ausstehende Einlagen,Revenue,,,,,9,,,,,,,,,,
9150,Privatkonto,Privatkonto,Revenue,,,,,9,,,,,,,,,,
9200,gebundene Kapitalrücklage,gebundene Kapitalrücklage,Revenue,,,,,9,,,,,,,,,,
9250,nicht gebundene Kapitalrücklage,nicht gebundene Kapitalrücklage,Revenue,,,,,9,,,,,,,,,,
9300,gesetzliche Gewinnrücklage,gesetzliche Gewinnrücklage,Revenue,,,,,9,,,,,,,,,,
9305,satzungsmäßige Gewinnrücklage,satzungsmäßige Gewinnrücklage,Revenue,,,,,9,,,,,,,,,,
9310,freie Gewinnrücklage,freie Gewinnrücklage,Revenue,,,,,9,,,,,,,,,,
9500,Bewertungsreserve,Bewertungsreserve,Revenue,,,,,9,,,,,,,,,,
9505,Bewertungsreserve in Folge vorzeitiger AfA,Bewertungsreserve in Folge vorzeitiger AfA,Revenue,,,,,9,,,,,,,,,,
9510,Bewertungsreserve in Folge Rücklage gemäß Par. 12 EStG,Bewertungsreserve in Folge Rücklage gemäß Par. 12 EStG,Revenue,,,,,9,,,,,,,,,,
9515,Bewertungsreserve i. F. Abschreibungen zu Auslandsbeteilig.,Bewertungsreserve i. F. Abschreibungen zu Auslandsbeteilig.,Revenue,,,,,9,,,,,,,,,,
9609,Investitionsfreibetrag 1996,Investitionsfreibetrag 1996,Revenue,,,,,9,,,,,,,,,,
9610,Investitionsfreibetrag 1997,Investitionsfreibetrag 1997,Revenue,,,,,9,,,,,,,,,,
9611,Investitionsfreibetrag 1998,Investitionsfreibetrag 1998,Revenue,,,,,9,,,,,,,,,,
9612,Investitionsfreibetrag 1999,Investitionsfreibetrag 1999,Revenue,,,,,9,,,,,,,,,,
9613,Investitionsfreibetrag 2000,Investitionsfreibetrag 2000,Revenue,,,,,9,,,,,,,,,,
9620,Rücklage gemäß Par. 12 EStG,Rücklage gemäß Par. 12 EStG,Revenue,,,,,9,,,,,,,,,,
9630,Wertberichtigung zu Exportforderungen,Wertberichtigung zu Exportforderungen,Revenue,,,,,9,,,,,,,,,,
9640,Mietzinsrücklage,Mietzinsrücklage,Revenue,,,,,9,,,,,,,,,,
9800,EB-Konto,EB-Konto,Revenue,,,,,9,,,,,,,,,,
9810,Warenlager Minderung (*),Warenlager Minderung,Expense,,Yes,,W_DIFFERENCES_ACCT,9,,,,,,,,,,
9811,Warenlager Neubewertung (*),Warenlager Neubewertung,Expense,,Yes,,W_REVALUATION_ACCT,9,,,,,,,,,,
9812,Warenlager Korrektur (*),Warenlager Korrektur (*),Expense,,Yes,,W_INVACTUALADJUST_ACCT,9,,,,,,,,,,
9813,Währungsausgleich (*),Währungsausgleich,Expense,,Yes,,CURRENCYBALANCING_ACCT,9,,,,,,,,,,
9830,PJ_ASSET_ACCT,PJ_ASSET_ACCT,Expense,,Yes,,PJ_ASSET_ACCT,9,,,,,,,,,,
9831,PJ_WIP_ACCT,PJ_WIP_ACCT,Expense,,Yes,,PJ_WIP_ACCT,9,,,,,,,,,,
9850,Bank Wertberichtigung Ertrag (*),Bank Wertberichtigung Ertrag,Revenue,,Yes,,B_REVALUATIONGAIN_ACCT,9,,,,,,,,,,
9851,Bank Bezahlung Ertrag (Settlement Gain),Bank Bezahlung Ertrag (Settlement Gain),Revenue,,Yes,,B_SETTLEMENTGAIN_ACCT,9,,,,,,,,,,
9852,Nicht realisierter Währungsgewinn (*),Difference between foreign currency receivables/payables and current rate,Revenue,,Yes,,UNREALIZEDGAIN_ACCT,9,,,,,,,,,,
9853,realisierter Währungsgewinn (*),realisierter Währungsgewinn,Revenue,,Yes,,REALIZEDGAIN_ACCT,9,,,,,,,,,,
9860,Bank Wertberichtgung Verlust (*),Bank Wertberichtgung Verlust,Expense,,Yes,,B_REVALUATIONLOSS_ACCT,9,,,,,,,,,,
9861,Bank Bezahlung Verlust (Settlement Loss) (*),Bank Bezahlung Verlust (Settlement Loss),Expense,,Yes,,B_SETTLEMENTLOSS_ACCT,9,,,,,,,,,,
9862,Nicht realisierter Währungsverlust (*),Nicht realisierter Währungsverlust,Expense,,Yes,,UNREALIZEDLOSS_ACCT,9,,,,,,,,,,
9863,realisierter Währungsverlust (*),realisierter Währungsverlust,Expense,,Yes,,REALIZEDLOSS_ACCT,9,,,,,,,,,,
9890,Gewinnvortrag,Gewinnvortrag,Revenue,,,,,9,,,,,,,,,,
9891,Verlustvortrag,Verlustvortrag,Revenue,,,,,9,,,,,,,,,,
9895,Jahresgewinn,Jahresgewinn,Revenue,,,,,9,,,,,,,,,,
9896,Jahresverlust,Jahresverlust,Revenue,,,,,9,,,,,,,,,,
9900,INCOMESUMMARY_ACCT,INCOMESUMMARY_ACCT,Memo,,Yes,,INCOMESUMMARY_ACCT,9,,,,,,,,,,
9910,PO Commitment,,Memo,,Yes,,COMMITMENTOFFSET_ACCT,9,,,,,,,,,,
9920,"SO Commitment",,"Memo",,,"No","COMMITMENTOFFSETSALES_ACCT",9,,,,,,,,,,
9921,"Work In Process",,"Memo",,,"No","P_WIP_ACCT",9,,,,,,,,,,
9922,"Method Change Variance",,"Memo",,,"No","P_METHODCHANGEVARIANCE_ACCT",9,,,,,,,,,,
9923,"Using Variance",,"Memo",,,"No","P_USAGEVARIANCE_ACCT",9,,,,,,,,,,
9924,"Rate Variance",,"Memo",,,"No","P_RATEVARIANCE_ACCT",9,,,,,,,,,,
9925,"Mix Variance",,"Memo",,,"No","P_MIXVARIANCE_ACCT",9,,,,,,,,,,
9926,"Floor Stock",,"Memo",,,"No","P_FLOORSTOCK_ACCT",9,,,,,,,,,,
9927,"Cost Of Production",,"Memo",,,"No","P_COSTOFPRODUCTION_ACCT",9,,,,,,,,,,
9928,"Labor Absorbed account",,"Memo",,,"No","P_LABOR_ACCT",9,,,,,,,,,,
9929,"Burden Absorbed account",,"Memo",,,"No","P_BURDEN_ACCT",9,,,,,,,,,,
9930,"Outside Processing (Subcontract)",,"Memo",,,"No","P_OUTSIDEPROCESSING_ACCT",9,,,,,,,,,,
9931,"Overhead Applied account",,"Memo",,,"No","P_OVERHEAD_ACCT",9,,,,,,,,,,
9932,"Scrap Account",,"Memo",,,"No","P_SCRAP_ACCT",9,,,,,,,,,,
